index,polynomial,operation,operand 1,operand 2,cost,order
2654,11x^2+3x+4,ADD,361,4,5,2
2655,11x^2+3x+5,ADD,361,5,5,2
2656,11x^2+3x+6,ADD,361,6,5,2
2657,11x^2+3x+7,ADD,361,7,5,2
2658,11x^2+3x+8,ADD,361,8,5,2
2659,11x^2+3x+9,ADD,361,9,5,2
2660,11x^2+3x+10,ADD,361,10,5,2
2661,11x^2+5x+5,ADD,375,5,5,2
2662,11x^2+6x+6,ADD,382,6,5,2
2663,11x^2+7x+7,ADD,389,7,5,2
2664,11x^2+4x+8,ADD,368,8,5,2
2665,11x^2+5x+10,ADD,375,10,5,2
2666,11x^2+4x+5,ADD,368,5,5,2
2667,11x^2+4x+6,ADD,368,6,5,2
2668,11x^2+4x+7,ADD,368,7,5,2
2669,11x^2+5x+7,ADD,375,7,5,2
2670,11x^2+6x+7,ADD,382,7,5,2
2671,11x^2+5x+8,ADD,375,8,5,2
2672,11x^2+7x+8,ADD,389,8,5,2
2673,11x^2+4x+9,ADD,368,9,5,2
2674,11x^2+5x+9,ADD,375,9,5,2
2675,11x^2+7x+9,ADD,389,9,5,2
2676,11x^2+8x+9,ADD,395,9,5,2
2677,11x^2+4x+10,ADD,368,10,5,2
2678,11x^2+6x+10,ADD,382,10,5,2
2679,11x^2+8x+10,ADD,395,10,5,2
2680,12x^2+2x+1,ADD,416,1,5,2
2681,12x^2+3x+2,ADD,418,2,5,2
2682,12x^2+4x+3,ADD,420,3,5,2
2683,12x^2+5x+4,ADD,422,4,5,2
2684,12x^2+6x+5,ADD,424,5,5,2
2685,13x^2+3x+1,ADD,419,1,6,2
2686,13x^2+4x+2,ADD,421,2,6,2
2687,13x^2+5x+3,ADD,423,3,6,2
2688,13x^2+6x+4,ADD,425,4,6,2
2689,14x^2+5x+2,ADD,444,2,5,2
2690,12x^2+4x+4,ADD,420,4,5,2
2691,12x^2+5x+6,ADD,422,6,5,2
2692,12x^2+6x+8,ADD,424,8,5,2
2693,12x^2+6x+9,ADD,424,9,5,2
2694,15x^2+4x+1,ADD,443,1,5,2
2695,12x^2+1,ADD,326,1,4,2
2696,12x^2+2,ADD,326,2,4,2
2697,12x^2+3,ADD,326,3,4,2
2698,12x^2+4,ADD,326,4,4,2
2699,12x^2+5,ADD,326,5,4,2
2700,12x^2+6,ADD,326,6,4,2
2701,12x^2+7,ADD,326,7,4,2
2702,12x^2+8,ADD,326,8,4,2
2703,12x^2+9,ADD,326,9,4,2
2704,12x^2+10,ADD,326,10,4,2
2705,12x^2+x+1,ADD,326,12,5,2
2706,12x^2+x+2,ADD,326,13,5,2
2707,12x^2+x+3,ADD,326,14,5,2
2708,12x^2+x+4,ADD,326,15,5,2
2709,12x^2+x+5,ADD,326,16,5,2
2710,12x^2+x+6,ADD,326,17,5,2
2711,12x^2+x+7,ADD,326,18,5,2
2712,12x^2+x+8,ADD,326,19,5,2
2713,12x^2+x+9,ADD,326,20,5,2
2714,12x^2+x+10,ADD,326,21,5,2
2715,12x^2+2x+2,ADD,416,2,5,2
2716,12x^2+2x+3,ADD,416,3,5,2
2717,12x^2+2x+4,ADD,416,4,5,2
2718,12x^2+2x+5,ADD,416,5,5,2
2719,12x^2+2x+6,ADD,416,6,5,2
2720,12x^2+2x+7,ADD,416,7,5,2
2721,12x^2+2x+8,ADD,416,8,5,2
2722,12x^2+2x+9,ADD,416,9,5,2
2723,12x^2+2x+10,ADD,416,10,5,2
2724,12x^2+3x+3,ADD,418,3,5,2
2725,12x^2+3x+4,ADD,418,4,5,2
2726,12x^2+3x+5,ADD,418,5,5,2
2727,12x^2+3x+6,ADD,418,6,5,2
2728,12x^2+3x+7,ADD,418,7,5,2
2729,12x^2+3x+8,ADD,418,8,5,2
2730,12x^2+3x+9,ADD,418,9,5,2
2731,12x^2+3x+10,ADD,418,10,5,2
2732,12x^2+5x+5,ADD,422,5,5,2
2733,12x^2+6x+6,ADD,424,6,5,2
2734,12x^2+7x+7,ADD,426,7,5,2
2735,12x^2+4x+8,ADD,420,8,5,2
2736,12x^2+5x+10,ADD,422,10,5,2
2737,12x^2+4x+5,ADD,420,5,5,2
2738,12x^2+4x+6,ADD,420,6,5,2
2739,12x^2+4x+7,ADD,420,7,5,2
2740,12x^2+5x+7,ADD,422,7,5,2
2741,12x^2+6x+7,ADD,424,7,5,2
2742,12x^2+5x+8,ADD,422,8,5,2
2743,12x^2+7x+8,ADD,426,8,5,2
2744,12x^2+4x+9,ADD,420,9,5,2
2745,12x^2+5x+9,ADD,422,9,5,2
2746,12x^2+4x+10,ADD,420,10,5,2
2747,12x^2+6x+10,ADD,424,10,5,2
2748,13x^2+2x+1,ADD,417,1,6,2
2749,13x^2+3x+2,ADD,419,2,6,2
2750,13x^2+4x+3,ADD,421,3,6,2
2751,13x^2+5x+4,ADD,423,4,6,2
2752,13x^2+6x+5,ADD,425,5,6,2
2753,14x^2+3x+1,ADD,439,1,5,2
2754,14x^2+4x+2,ADD,442,2,5,2
2755,14x^2+5x+3,ADD,444,3,5,2
2756,13x^2+4x+4,ADD,421,4,6,2
2757,13x^2+5x+6,ADD,423,6,6,2
2758,14x^2+1,ADD,327,1,4,2
2759,14x^2+2,ADD,327,2,4,2
2760,14x^2+3,ADD,327,3,4,2
2761,14x^2+4,ADD,327,4,4,2
2762,14x^2+5,ADD,327,5,4,2
2763,14x^2+6,ADD,327,6,4,2
2764,14x^2+7,ADD,327,7,4,2
2765,14x^2+8,ADD,327,8,4,2
2766,14x^2+9,ADD,327,9,4,2
2767,14x^2+10,ADD,327,10,4,2
2768,14x^2+x+1,ADD,327,12,5,2
2769,14x^2+x+2,ADD,327,13,5,2
2770,14x^2+x+3,ADD,327,14,5,2
2771,14x^2+x+4,ADD,327,15,5,2
2772,14x^2+x+5,ADD,327,16,5,2
2773,14x^2+x+6,ADD,327,17,5,2
2774,14x^2+x+7,ADD,327,18,5,2
2775,14x^2+x+8,ADD,327,19,5,2
2776,14x^2+x+9,ADD,327,20,5,2
2777,14x^2+x+10,ADD,327,21,5,2
2778,14x^2+2x+1,ADD,436,1,5,2
2779,14x^2+2x+2,ADD,436,2,5,2
2780,14x^2+2x+3,ADD,436,3,5,2
2781,14x^2+2x+4,ADD,436,4,5,2
2782,14x^2+2x+5,ADD,436,5,5,2
2783,14x^2+2x+6,ADD,436,6,5,2
2784,14x^2+2x+7,ADD,436,7,5,2
2785,14x^2+2x+8,ADD,436,8,5,2
2786,14x^2+2x+9,ADD,436,9,5,2
2787,14x^2+2x+10,ADD,436,10,5,2
2788,14x^2+3x+2,ADD,439,2,5,2
2789,14x^2+3x+3,ADD,439,3,5,2
2790,14x^2+3x+4,ADD,439,4,5,2
2791,14x^2+3x+5,ADD,439,5,5,2
2792,14x^2+3x+6,ADD,439,6,5,2
2793,14x^2+3x+7,ADD,439,7,5,2
2794,14x^2+3x+8,ADD,439,8,5,2
2795,14x^2+4x+4,ADD,442,4,5,2
2796,14x^2+4x+3,ADD,442,3,5,2
2797,14x^2+5x+4,ADD,444,4,5,2
2798,14x^2+4x+5,ADD,442,5,5,2
2799,14x^2+4x+6,ADD,442,6,5,2
2800,15x^2+2x+1,ADD,438,1,5,2
2801,15x^2+3x+2,ADD,441,2,5,2
2802,16x^2+1,ADD,328,1,4,2
2803,16x^2+2,ADD,328,2,4,2
2804,16x^2+3,ADD,328,3,4,2
2805,16x^2+4,ADD,328,4,4,2
2806,16x^2+5,ADD,328,5,4,2
2807,16x^2+6,ADD,328,6,4,2
2808,16x^2+x+1,ADD,328,12,5,2
2809,16x^2+x+2,ADD,328,13,5,2
2810,16x^2+x+3,ADD,328,14,5,2
2811,16x^2+x+4,ADD,328,15,5,2
2812,16x^2+2x+1,ADD,437,1,5,2
2813,16x^2+2x+2,ADD,437,2,5,2
2814,13x^2+1,ADD,409,1,5,2
2815,13x^2+2,ADD,409,2,5,2
2816,13x^2+3,ADD,409,3,5,2
2817,13x^2+4,ADD,409,4,5,2
2818,13x^2+5,ADD,409,5,5,2
2819,13x^2+6,ADD,409,6,5,2
2820,13x^2+7,ADD,409,7,5,2
2821,13x^2+8,ADD,409,8,5,2
2822,13x^2+9,ADD,409,9,5,2
2823,13x^2+10,ADD,409,10,5,2
2824,13x^2+x+1,ADD,409,12,6,2
2825,13x^2+x+2,ADD,409,13,6,2
2826,13x^2+x+3,ADD,409,14,6,2
2827,13x^2+x+4,ADD,409,15,6,2
2828,13x^2+x+5,ADD,409,16,6,2
2829,13x^2+x+6,ADD,409,17,6,2
2830,13x^2+x+7,ADD,409,18,6,2
2831,13x^2+x+8,ADD,409,19,6,2
2832,13x^2+x+9,ADD,409,20,6,2
2833,13x^2+x+10,ADD,409,21,6,2
2834,13x^2+2x+2,ADD,417,2,6,2
2835,13x^2+2x+3,ADD,417,3,6,2
2836,13x^2+2x+4,ADD,417,4,6,2
2837,13x^2+2x+5,ADD,417,5,6,2
2838,13x^2+2x+6,ADD,417,6,6,2
2839,13x^2+2x+7,ADD,417,7,6,2
2840,13x^2+2x+8,ADD,417,8,6,2
2841,13x^2+2x+9,ADD,417,9,6,2
2842,13x^2+2x+10,ADD,417,10,6,2
2843,13x^2+3x+3,ADD,419,3,6,2
2844,13x^2+3x+4,ADD,419,4,6,2
2845,13x^2+3x+5,ADD,419,5,6,2
2846,13x^2+3x+6,ADD,419,6,6,2
2847,13x^2+3x+7,ADD,419,7,6,2
2848,13x^2+3x+8,ADD,419,8,6,2
2849,13x^2+3x+9,ADD,419,9,6,2
2850,13x^2+3x+10,ADD,419,10,6,2
2851,13x^2+5x+5,ADD,423,5,6,2
2852,13x^2+6x+6,ADD,425,6,6,2
2853,13x^2+4x+8,ADD,421,8,6,2
2854,13x^2+4x+5,ADD,421,5,6,2
2855,13x^2+4x+6,ADD,421,6,6,2
2856,13x^2+4x+7,ADD,421,7,6,2
2857,13x^2+5x+7,ADD,423,7,6,2
2858,13x^2+5x+8,ADD,423,8,6,2
2859,13x^2+4x+9,ADD,421,9,6,2
2860,13x^2+4x+10,ADD,421,10,6,2
2861,15x^2+3x+1,ADD,441,1,5,2
2862,15x^2+4x+2,ADD,443,2,5,2
2863,15x^2+1,ADD,410,1,4,2
2864,15x^2+2,ADD,410,2,4,2
2865,15x^2+3,ADD,410,3,4,2
2866,15x^2+4,ADD,410,4,4,2
2867,15x^2+5,ADD,410,5,4,2
2868,15x^2+6,ADD,410,6,4,2
2869,15x^2+7,ADD,410,7,4,2
2870,15x^2+8,ADD,410,8,4,2
2871,15x^2+9,ADD,410,9,4,2
2872,15x^2+10,ADD,410,10,4,2
2873,15x^2+x+1,ADD,410,12,5,2
2874,15x^2+x+2,ADD,410,13,5,2
2875,15x^2+x+3,ADD,410,14,5,2
2876,15x^2+x+4,ADD,410,15,5,2
2877,15x^2+x+5,ADD,410,16,5,2
2878,15x^2+x+6,ADD,410,17,5,2
2879,15x^2+x+7,ADD,410,18,5,2
2880,15x^2+x+8,ADD,410,19,5,2
2881,15x^2+2x+2,ADD,438,2,5,2
2882,15x^2+2x+3,ADD,438,3,5,2
2883,15x^2+2x+4,ADD,438,4,5,2
2884,15x^2+2x+5,ADD,438,5,5,2
2885,15x^2+2x+6,ADD,438,6,5,2
2886,15x^2+3x+3,ADD,441,3,5,2
2887,15x^2+3x+4,ADD,441,4,5,2
2888,17x^2+1,ADD,411,1,5,2
2889,17x^2+2,ADD,411,2,5,2
